date,reservoir_id,level_m,median_m,hist_high_m,hist_high_year,hist_low_m,hist_low_year
2008-07-13,baskatong,222.09,221.63,222.99,1976,219.57,1987
2008-07-13,cabonga,360.46,360.34,361.0,1952,357.75,1963
2008-07-13,des_joachims,151.94,152.18,152.4,1950,151.39,1955
2008-07-13,dozois,345.09,344.7,345.91,1960,342.83,2010
2008-07-13,kiamika,269.33,269.03,270.01,1957,263.9,1956
2008-07-13,kipawa,269.55,269.53,269.93,1963,269.28,2010
2008-07-13,lady_evelyn,289.17,289.13,289.5,1954,287.79,1987
2008-07-13,mitchinamecus,381.72,380.71,382.95,1958,376.97,1956
2008-07-13,poisson_blanc,200.99,201.0,201.75,1964,200.15,1995
2008-07-13,quinze,263.19,263.21,263.47,1970,262.16,1962
2008-07-13,rapide_7,309.1,309.13,309.42,1990,308.75,2010
2008-07-13,timiskaming,179.01,179.23,179.4,2003,179.01,2008
2008-07-14,bark_lake,313.65,313.75,313.91,1956,311.99,1955
2008-07-14,baskatong,222.04,221.62,223.03,1976,219.55,1987
2008-07-14,cabonga,360.45,360.33,361.0,1952,357.75,1963
2008-07-14,des_joachims,151.9,152.18,152.4,1950,151.39,1963
2008-07-14,dozois,345.08,344.68,345.92,1976,342.83,2010
2008-07-14,kiamika,269.31,269.03,270.0,1957,263.93,1956
2008-07-14,kipawa,269.55,269.53,269.93,1963,269.28,2010
2008-07-14,lady_evelyn,289.14,289.12,289.5,1970,287.81,1987
2008-07-14,mitchinamecus,381.72,380.66,382.95,1958,377.04,1956
2008-07-14,poisson_blanc,200.99,200.98,201.73,1964,200.14,1995
2008-07-14,quinze,263.19,263.2,263.45,1970,262.12,1962
2008-07-14,rapide_7,309.1,309.12,309.46,1990,308.76,2010
2008-07-14,timiskaming,179.03,179.23,179.38,1996,179.02,2010
2008-07-15,bark_lake,313.64,313.75,313.93,1961,311.98,1955
2008-07-15,baskatong,221.98,221.62,223.03,1976,219.55,1987
2008-07-15,cabonga,360.44,360.32,361.02,1952,357.76,1963
2008-07-15,des_joachims,152.01,152.18,152.4,1950,151.3,1963
2008-07-15,dozois,345.08,344.65,345.92,1960,342.83,2010
2008-07-15,kiamika,269.29,269.02,269.99,1957,263.99,1956
2008-07-15,kipawa,269.57,269.53,269.93,1963,269.29,2010
2008-07-15,lady_evelyn,289.13,289.13,289.47,1954,287.81,1987
2008-07-15,mitchinamecus,381.7,380.64,382.95,1958,377.08,1963
2008-07-15,poisson_blanc,200.98,200.96,201.72,1964,200.12,1980
2008-07-15,quinze,263.19,263.19,263.44,1976,262.1,1962
2008-07-15,rapide_7,309.08,309.12,309.4,1990,308.77,2010
2008-07-15,timiskaming,179.03,179.22,179.4,2014,178.99,2010
2008-07-16,bark_lake,313.63,313.75,313.94,1961,312.0,1955
2008-07-16,baskatong,221.93,221.62,223.03,1976,219.54,1987
2008-07-16,cabonga,360.43,360.31,361.03,1952,357.78,1963
2008-07-16,des_joachims,152.06,152.18,152.4,1950,151.33,1952
2008-07-16,dozois,345.01,344.63,345.91,1960,342.83,2010
2008-07-16,kiamika,269.27,269.0,269.97,1957,264.05,1956
2008-07-16,kipawa,269.56,269.53,269.93,1963,269.27,2010
2008-07-16,lady_evelyn,289.12,289.13,289.47,1954,287.81,1987
2008-07-16,mitchinamecus,381.69,380.64,382.95,1958,377.1,1963
2008-07-16,poisson_blanc,200.98,200.96,201.72,1973,200.1,1980
2008-07-16,quinze,263.22,263.18,263.48,1956,262.08,1962
2008-07-16,rapide_7,309.07,309.12,309.49,1990,308.76,2010
2008-07-16,timiskaming,179.04,179.22,179.42,2014,178.99,2010
2008-07-17,bark_lake,313.63,313.75,313.93,1961,312.0,1955
2008-07-17,baskatong,221.87,221.61,223.03,1976,219.51,1987
2008-07-17,cabonga,360.42,360.29,361.03,1952,357.78,1963
2008-07-17,des_joachims,152.14,152.19,152.43,1950,151.18,1952
2008-07-17,dozois,345.03,344.61,345.91,1960,342.83,2010
2008-07-17,kiamika,269.26,268.98,269.96,1974,264.08,1956
2008-07-17,kipawa,269.57,269.53,269.93,1963,269.26,2010
2008-07-17,lady_evelyn,289.13,289.12,289.47,1954,287.82,1987
2008-07-17,mitchinamecus,381.68,380.63,382.92,1958,377.11,1963
2008-07-17,poisson_blanc,200.96,200.94,201.72,1973,200.1,1980
2008-07-17,quinze,263.25,263.19,263.48,1996,262.03,1962
2008-07-17,rapide_7,309.07,309.11,309.41,1990,308.75,2010
2008-07-17,timiskaming,179.06,179.22,179.46,1996,179.01,2010
2008-07-18,bark_lake,313.66,313.75,313.94,1961,312.0,1955
2008-07-18,baskatong,221.83,221.6,223.04,1976,219.53,1987
2008-07-18,cabonga,360.42,360.28,361.03,1952,357.79,1963
2008-07-18,des_joachims,152.16,152.19,152.43,1950,150.97,1952
2008-07-18,dozois,345.0,344.58,345.91,1960,342.84,2010
2008-07-18,kiamika,269.26,268.97,269.95,1957,264.11,1956
2008-07-18,kipawa,269.57,269.53,269.93,1963,269.27,2010
2008-07-18,lady_evelyn,289.12,289.12,289.47,1954,287.83,1987
2008-07-18,mitchinamecus,381.64,380.61,382.92,1958,377.13,1963
2008-07-18,poisson_blanc,200.94,200.94,201.75,1972,200.11,1980
2008-07-18,quinze,263.27,263.19,263.49,1996,261.99,1962
2008-07-18,rapide_7,309.07,309.1,309.44,1990,308.75,2010
2008-07-18,timiskaming,179.09,179.22,179.5,1996,179.03,2010
2008-07-19,bark_lake,313.7,313.74,313.94,1961,311.99,1955
2008-07-19,baskatong,221.78,221.57,223.04,1976,219.51,1987
2008-07-19,cabonga,360.43,360.26,361.03,1952,357.79,1963
2008-07-19,des_joachims,152.21,152.19,152.4,1950,150.97,1952
2008-07-19,dozois,344.97,344.56,345.93,1960,342.83,2010
2008-07-19,kiamika,269.26,268.96,269.97,1961,264.14,1956
2008-07-19,kipawa,269.55,269.52,269.92,1963,269.27,2010
2008-07-19,lady_evelyn,289.12,289.12,289.47,1957,287.82,1987
2008-07-19,mitchinamecus,381.61,380.6,382.92,1958,377.13,1963
2008-07-19,poisson_blanc,200.92,200.93,201.82,1972,200.09,1978
2008-07-19,quinze,263.29,263.21,263.51,1996,261.95,1962
2008-07-19,rapide_7,309.07,309.1,309.4,1990,308.73,2010
2008-07-19,timiskaming,179.12,179.24,179.58,1996,179.03,2010
2008-07-20,bark_lake,313.72,313.74,313.95,1970,311.97,1955
2008-07-20,baskatong,221.72,221.55,223.04,1976,219.48,1987
2008-07-20,cabonga,360.42,360.25,361.03,1952,357.79,1963
2008-07-20,des_joachims,152.22,152.19,152.4,1950,151.18,1952
2008-07-20,dozois,344.95,344.53,345.96,1960,342.85,2010
2008-07-20,kiamika,269.25,268.94,269.99,1961,264.14,1956
2008-07-20,kipawa,269.53,269.52,269.92,1963,269.27,2010
2008-07-20,lady_evelyn,289.11,289.11,289.47,1957,287.84,1987
2008-07-20,mitchinamecus,381.57,380.58,382.92,1958,377.14,1963
2008-07-20,poisson_blanc,200.92,200.92,201.88,1972,199.92,1978
2008-07-20,quinze,263.31,263.22,263.49,1996,261.91,1962
2008-07-20,rapide_7,309.07,309.09,309.43,1990,308.73,2010
2008-07-20,timiskaming,179.13,179.24,179.5,1996,179.01,2010
2008-07-21,bark_lake,313.75,313.74,314.0,1970,311.96,1955
2008-07-21,baskatong,221.68,221.54,223.04,1976,219.44,1987
2008-07-21,cabonga,360.42,360.23,361.03,1952,357.79,1963
2008-07-21,des_joachims,152.23,152.19,152.43,1950,151.21,1952
2008-07-21,dozois,344.93,344.5,345.99,1960,342.86,2010
2008-07-21,kiamika,269.24,268.91,270.0,1961,264.17,1956
2008-07-21,kipawa,269.51,269.52,269.92,1963,269.26,2010
2008-07-21,lady_evelyn,289.11,289.11,289.47,1957,287.84,1987
2008-07-21,mitchinamecus,381.53,380.56,382.92,1958,377.16,1963
2008-07-21,poisson_blanc,200.9,200.89,201.92,1972,199.85,1978
2008-07-21,quinze,263.32,263.22,263.48,1996,261.86,1962
2008-07-21,rapide_7,309.06,309.07,309.42,1990,308.73,2010
2008-07-21,timiskaming,179.15,179.23,179.41,1996,179.03,2010
2008-07-22,bark_lake,313.76,313.74,313.96,1970,311.95,1955
2008-07-22,baskatong,221.66,221.53,223.04,1976,219.41,1987
2008-07-22,cabonga,360.41,360.23,361.01,1952,357.79,1963
2008-07-22,des_joachims,152.2,152.2,152.46,1950,151.18,1952
2008-07-22,dozois,344.9,344.48,345.99,1960,342.87,2010
2008-07-22,kiamika,269.23,268.88,270.09,1972,264.17,1956
2008-07-22,kipawa,269.49,269.52,269.93,1970,269.27,2010
2008-07-22,lady_evelyn,289.1,289.11,289.5,1972,287.85,1987
2008-07-22,mitchinamecus,381.5,380.54,382.89,1958,377.17,1963
2008-07-22,poisson_blanc,200.89,200.88,201.96,1972,199.99,1975
2008-07-22,quinze,263.32,263.21,263.46,1996,261.86,1962
2008-07-22,rapide_7,309.07,309.06,309.44,1990,308.73,2010
2008-07-22,timiskaming,179.17,179.24,179.4,2000,179.04,2010
2008-07-23,bark_lake,313.77,313.74,313.96,1970,311.94,1955
2008-07-23,baskatong,221.62,221.53,223.04,1976,219.36,1987
2008-07-23,cabonga,360.4,360.22,360.98,1952,357.79,1963
2008-07-23,des_joachims,152.13,152.19,152.43,1950,151.12,1952
2008-07-23,dozois,344.87,344.46,345.95,1960,342.9,2010
2008-07-23,kiamika,269.22,268.85,270.09,1972,264.2,1956
2008-07-23,kipawa,269.48,269.52,269.93,1970,269.26,2010
2008-07-23,lady_evelyn,289.09,289.11,289.53,1972,287.87,1987
2008-07-23,mitchinamecus,381.46,380.52,382.89,1958,377.19,1963
2008-07-23,poisson_blanc,200.86,200.86,201.96,1972,199.93,1975
2008-07-23,quinze,263.32,263.21,263.43,1996,261.84,1962
2008-07-23,rapide_7,309.06,309.05,309.43,1990,308.74,2010
2008-07-23,timiskaming,179.18,179.24,179.37,1989,179.01,1988
2008-07-24,bark_lake,313.78,313.74,313.93,1961,311.92,1955
2008-07-24,baskatong,221.62,221.53,223.04,1976,219.35,1987
2008-07-24,cabonga,360.43,360.22,360.97,1952,357.8,1963
2008-07-24,des_joachims,152.19,152.18,152.4,1970,151.09,1952
2008-07-24,dozois,344.86,344.44,345.94,1970,342.88,2010
2008-07-24,kiamika,269.22,268.82,270.1,1972,264.23,1956
2008-07-24,kipawa,269.48,269.52,269.92,1963,269.24,2010
2008-07-24,lady_evelyn,289.11,289.11,289.56,1972,287.87,1987
2008-07-24,mitchinamecus,381.42,380.5,382.86,1958,377.2,1963
2008-07-24,poisson_blanc,200.85,200.86,201.96,1972,199.38,1978
2008-07-24,quinze,263.31,263.2,263.42,1970,261.82,1962
2008-07-24,rapide_7,309.05,309.05,309.42,1990,308.73,2010
2008-07-24,timiskaming,179.16,179.24,179.36,1990,178.96,1988
2008-07-25,bark_lake,313.79,313.74,313.94,1961,311.9,1955
2008-07-25,baskatong,221.64,221.52,223.05,1976,219.38,1987
2008-07-25,cabonga,360.47,360.21,360.95,1947,357.8,1963
2008-07-25,des_joachims,152.19,152.18,152.4,1950,151.06,1952
2008-07-25,dozois,344.86,344.41,345.95,1970,342.9,2010
2008-07-25,kiamika,269.22,268.79,270.1,1972,264.23,1956
2008-07-25,kipawa,269.49,269.52,269.92,1963,269.24,2010
2008-07-25,lady_evelyn,289.12,289.11,289.56,1972,287.87,1987
2008-07-25,mitchinamecus,381.39,380.48,382.86,1958,377.2,1963
2008-07-25,poisson_blanc,200.84,200.84,201.94,1972,199.33,1978
2008-07-25,quinze,263.31,263.2,263.43,1956,261.79,1962
2008-07-25,rapide_7,309.05,309.05,309.43,1990,308.73,2010
2008-07-25,timiskaming,179.12,179.24,179.36,1990,178.94,1988
2008-07-26,bark_lake,313.79,313.74,313.93,1957,311.87,1955
2008-07-26,baskatong,221.73,221.52,223.05,1976,219.36,1987
2008-07-26,cabonga,360.48,360.2,360.95,1947,357.8,1963
2008-07-26,des_joachims,152.16,152.18,152.46,1950,150.97,1952
2008-07-26,dozois,344.86,344.38,345.97,1970,342.9,2010
2008-07-26,kiamika,269.22,268.75,270.08,1972,264.26,1956
2008-07-26,kipawa,269.5,269.52,269.92,1970,269.25,2010
2008-07-26,lady_evelyn,289.13,289.11,289.59,1972,287.89,1987
2008-07-26,mitchinamecus,381.36,380.46,382.86,1958,377.23,1963
2008-07-26,poisson_blanc,200.82,200.82,201.89,1972,199.28,1978
2008-07-26,quinze,263.32,263.2,263.44,1970,261.75,1962
2008-07-26,rapide_7,309.06,309.03,309.39,1990,308.73,2010
2008-07-26,timiskaming,179.1,179.25,179.35,1996,178.95,1988
2008-07-27,bark_lake,313.79,313.74,313.94,1957,311.87,1955
2008-07-27,baskatong,221.79,221.5,223.09,1976,219.33,1987
2008-07-27,cabonga,360.48,360.19,360.95,1947,357.8,1963
2008-07-27,des_joachims,152.19,152.18,152.43,1950,151.03,1952
2008-07-27,dozois,344.87,344.36,345.96,1970,342.9,1998
2008-07-27,kiamika,269.22,268.72,269.96,1961,264.29,1956
2008-07-27,kipawa,269.49,269.51,269.92,1970,269.24,2010
2008-07-27,lady_evelyn,289.12,289.12,289.59,1972,287.89,1987
2008-07-27,mitchinamecus,381.33,380.43,382.86,1958,377.25,1963
2008-07-27,poisson_blanc,200.84,200.79,201.85,1972,199.24,1978
2008-07-27,quinze,263.32,263.2,263.46,1970,261.74,1962
2008-07-27,rapide_7,309.06,309.04,309.42,1990,308.72,2010
2008-07-27,timiskaming,179.08,179.24,179.35,2003,178.91,1988
2008-07-28,bark_lake,313.79,313.74,313.91,1957,311.83,1955
2008-07-28,baskatong,221.85,221.48,223.08,1976,219.31,1982
2008-07-28,cabonga,360.49,360.18,360.95,1947,357.8,1963
2008-07-28,des_joachims,152.22,152.17,152.4,1970,150.97,1952
2008-07-28,dozois,344.87,344.34,345.96,1960,342.85,2010
2008-07-28,kiamika,269.22,268.7,269.95,1961,264.32,1956
2008-07-28,kipawa,269.49,269.51,269.89,1963,269.2,2010
2008-07-28,lady_evelyn,289.12,289.12,289.56,1972,287.88,1987
2008-07-28,mitchinamecus,381.3,380.4,382.86,1958,377.26,1963
2008-07-28,poisson_blanc,200.89,200.77,201.85,1972,199.2,1978
2008-07-28,quinze,263.31,263.2,263.48,1979,261.73,1962
2008-07-28,rapide_7,309.06,309.04,309.39,1990,308.71,2010
2008-07-28,timiskaming,179.09,179.24,179.36,1997,178.88,1988
2008-07-29,bark_lake,313.78,313.74,313.9,1954,311.8,1955
2008-07-29,baskatong,221.88,221.47,223.07,1976,219.25,1982
2008-07-29,cabonga,360.48,360.17,360.95,1947,357.84,1963
2008-07-29,des_joachims,152.18,152.17,152.4,1970,150.91,1952
2008-07-29,dozois,344.92,344.32,345.99,1960,342.84,1998
2008-07-29,kiamika,269.22,268.68,269.94,1961,264.35,1956
2008-07-29,kipawa,269.51,269.51,269.89,1966,269.21,2010
2008-07-29,lady_evelyn,289.11,289.11,289.56,1972,287.87,1987
2008-07-29,mitchinamecus,381.28,380.36,382.89,1958,377.28,1963
2008-07-29,poisson_blanc,200.96,200.73,201.81,1970,199.71,1975
2008-07-29,quinze,263.31,263.19,263.49,1979,261.73,1962
2008-07-29,rapide_7,309.06,309.03,309.39,1990,308.7,2010
2008-07-29,timiskaming,179.1,179.24,179.39,2006,178.85,1988
2008-07-30,bark_lake,313.77,313.75,313.91,1961,311.79,1955
2008-07-30,baskatong,221.91,221.45,223.06,1976,219.19,1982
2008-07-30,cabonga,360.5,360.16,360.95,1947,357.81,1963
2008-07-30,des_joachims,152.15,152.17,152.4,1970,150.91,1952
2008-07-30,dozois,344.97,344.3,345.99,1960,342.82,1998
2008-07-30,kiamika,269.22,268.66,269.94,1973,264.38,1956
2008-07-30,kipawa,269.51,269.51,269.89,1966,269.22,2010
2008-07-30,lady_evelyn,289.11,289.11,289.56,1972,287.85,1987
2008-07-30,mitchinamecus,381.23,380.33,382.89,1958,377.29,1963
2008-07-30,poisson_blanc,201.02,200.69,201.77,1972,199.66,1975
2008-07-30,quinze,263.32,263.19,263.5,1979,261.76,1962
2008-07-30,rapide_7,309.07,309.04,309.35,1994,308.7,2010
2008-07-30,timiskaming,179.09,179.25,179.4,2011,178.84,1988
2008-07-31,bark_lake,313.77,313.75,313.92,1961,311.76,1955
2008-07-31,baskatong,221.93,221.44,223.05,1976,219.12,1982
2008-07-31,cabonga,360.51,360.15,360.95,1947,357.8,1963
2008-07-31,des_joachims,152.12,152.17,152.4,1950,151.03,1952
2008-07-31,dozois,345.01,344.28,345.96,1960,342.78,1998
2008-07-31,kiamika,269.23,268.64,269.93,1961,264.41,1956
2008-07-31,kipawa,269.51,269.51,269.89,1966,269.21,2010
2008-07-31,lady_evelyn,289.1,289.11,289.56,1972,287.87,1987
2008-07-31,mitchinamecus,381.23,380.29,382.89,1958,377.31,1963
2008-07-31,poisson_blanc,201.07,200.67,201.73,1972,199.09,1978
2008-07-31,quinze,263.33,263.19,263.48,1979,261.73,1962
2008-07-31,rapide_7,309.09,309.04,309.35,1990,308.7,2010
2008-07-31,timiskaming,179.14,179.24,179.38,2011,178.84,1988
2008-08-01,bark_lake,313.76,313.75,313.91,1961,311.75,1955
2008-08-01,baskatong,221.98,221.43,223.04,1976,219.06,1982
2008-08-01,cabonga,360.52,360.15,360.93,1933,357.8,1963
2008-08-01,des_joachims,152.15,152.18,152.4,1970,151.12,1955
2008-08-01,dozois,345.07,344.27,345.95,1960,342.74,1998
2008-08-01,kiamika,269.24,268.62,269.92,1961,264.41,1956
2008-08-01,kipawa,269.49,269.51,269.89,1966,269.21,2010
2008-08-01,lady_evelyn,289.1,289.11,289.5,1969,287.87,1987
2008-08-01,mitchinamecus,381.23,380.25,382.89,1958,377.31,1963
2008-08-01,poisson_blanc,201.1,200.63,201.73,1972,199.03,1978
2008-08-01,quinze,263.32,263.18,263.46,1979,261.72,1962
2008-08-01,rapide_7,309.11,309.05,309.34,1996,308.69,2010
2008-08-01,timiskaming,179.19,179.23,179.43,2011,178.77,1988
2008-08-02,bark_lake,313.77,313.74,313.9,1956,311.73,1955
2008-08-02,baskatong,222.03,221.43,223.04,1976,218.99,1982
2008-08-02,cabonga,360.52,360.14,360.93,1933,357.81,1963
2008-08-02,des_joachims,152.18,152.18,152.4,1960,150.85,1955
2008-08-02,dozois,345.11,344.25,345.9,1960,342.71,1998
2008-08-02,kiamika,269.24,268.6,269.95,1973,264.41,1956
2008-08-02,kipawa,269.49,269.51,269.89,1966,269.21,2010
2008-08-02,lady_evelyn,289.1,289.11,289.5,1969,287.87,1987
2008-08-02,mitchinamecus,381.23,380.22,382.89,1958,377.33,1963
2008-08-02,poisson_blanc,201.15,200.6,201.73,1972,198.97,1978
2008-08-02,quinze,263.3,263.18,263.44,1979,261.68,1962
2008-08-02,rapide_7,309.11,309.04,309.36,1990,308.69,2010
2008-08-02,timiskaming,179.25,179.22,179.46,2011,178.76,1988
2008-08-03,bark_lake,313.76,313.73,313.9,1956,311.72,1955
2008-08-03,baskatong,222.07,221.44,223.0,1976,218.93,1982
2008-08-03,cabonga,360.52,360.13,360.91,1938,357.81,1963
2008-08-03,des_joachims,152.17,152.17,152.4,1950,151.0,1955
2008-08-03,dozois,345.15,344.24,345.89,1960,342.66,1998
2008-08-03,kiamika,269.25,268.58,269.98,1973,264.44,1956
2008-08-03,kipawa,269.49,269.51,269.89,1966,269.2,2010
2008-08-03,lady_evelyn,289.09,289.11,289.5,1969,287.88,1987
2008-08-03,mitchinamecus,381.21,380.18,382.89,1958,377.34,1963
2008-08-03,poisson_blanc,201.19,200.59,201.73,1972,198.95,1978
2008-08-03,quinze,263.29,263.17,263.45,1979,261.66,1962
2008-08-03,rapide_7,309.13,309.04,309.37,1990,308.67,2010
2008-08-03,timiskaming,179.26,179.23,179.45,2011,178.74,1988
2008-08-04,bark_lake,313.75,313.72,313.93,1970,311.71,1955
2008-08-04,baskatong,222.09,221.45,222.98,1976,218.85,1982
2008-08-04,cabonga,360.51,360.13,360.91,1938,357.81,1963
2008-08-04,des_joachims,152.17,152.18,152.43,1950,151.27,1955
2008-08-04,dozois,345.19,344.21,345.88,1960,342.62,1998
2008-08-04,kiamika,269.24,268.56,270.02,1973,264.44,1956
2008-08-04,kipawa,269.47,269.51,269.88,1966,269.2,2010
2008-08-04,lady_evelyn,289.09,289.1,289.5,1969,287.89,1987
2008-08-04,mitchinamecus,381.19,380.15,382.89,1958,377.34,1963
2008-08-04,poisson_blanc,201.23,200.59,201.74,1972,198.92,1978
2008-08-04,quinze,263.27,263.17,263.48,1979,261.66,1962
2008-08-04,rapide_7,309.14,309.04,309.36,1990,308.66,2010
2008-08-04,timiskaming,179.25,179.22,179.46,2011,178.7,1988
2008-08-05,bark_lake,313.75,313.72,313.91,1954,311.69,1955
2008-08-05,baskatong,222.09,221.43,222.98,1976,218.77,1982
2008-08-05,cabonga,360.5,360.12,360.9,1938,357.83,1963
2008-08-05,des_joachims,152.17,152.19,152.55,1950,151.42,1959
2008-08-05,dozois,345.23,344.18,345.89,1960,342.58,1998
2008-08-05,kiamika,269.24,268.55,270.05,1973,264.44,1956
2008-08-05,kipawa,269.5,269.51,269.87,1966,269.18,2010
2008-08-05,lady_evelyn,289.11,289.1,289.5,1969,287.87,1987
2008-08-05,mitchinamecus,381.17,380.11,382.86,1952,377.36,1963
2008-08-05,poisson_blanc,201.26,200.58,201.73,1972,199.33,1975
2008-08-05,quinze,263.23,263.16,263.53,1979,261.62,1962
2008-08-05,rapide_7,309.17,309.04,309.35,1990,308.65,2010
2008-08-05,timiskaming,179.27,179.21,179.44,2011,178.69,1988
2008-08-06,bark_lake,313.76,313.72,313.93,1954,311.67,1955
2008-08-06,baskatong,222.15,221.42,222.97,1976,218.69,1982
2008-08-06,cabonga,360.52,360.12,360.91,1947,357.82,1963
2008-08-06,des_joachims,152.28,152.2,152.58,1950,151.39,1962
2008-08-06,dozois,345.26,344.14,345.85,1960,342.56,1998
2008-08-06,kiamika,269.25,268.53,270.06,1973,264.44,1956
2008-08-06,kipawa,269.48,269.51,269.87,1966,269.18,2010
2008-08-06,lady_evelyn,289.11,289.1,289.47,1951,287.88,1987
2008-08-06,mitchinamecus,381.19,380.07,382.86,1952,377.36,1963
2008-08-06,poisson_blanc,201.26,200.55,201.71,1972,199.25,1975
2008-08-06,quinze,263.22,263.16,263.55,1979,261.6,1962
2008-08-06,rapide_7,309.18,309.03,309.35,1990,308.65,2010
2008-08-06,timiskaming,179.3,179.2,179.43,2011,178.71,1988
2008-08-07,bark_lake,313.77,313.71,313.93,1954,311.67,1955
2008-08-07,baskatong,222.17,221.4,222.97,1976,218.62,1982
2008-08-07,cabonga,360.51,360.11,360.91,1947,357.83,1963
2008-08-07,des_joachims,152.18,152.2,152.49,1950,151.46,1962
2008-08-07,dozois,345.28,344.11,345.83,1960,342.54,1998
2008-08-07,kiamika,269.25,268.51,270.05,1973,264.44,1956
2008-08-07,kipawa,269.48,269.51,269.89,1965,269.18,2010
2008-08-07,lady_evelyn,289.1,289.1,289.47,1951,287.9,1987
2008-08-07,mitchinamecus,381.19,380.02,382.86,1952,377.36,1963
2008-08-07,poisson_blanc,201.23,200.54,201.69,1972,198.79,1978
2008-08-07,quinze,263.19,263.16,263.56,1979,261.54,1962
2008-08-07,rapide_7,309.16,309.02,309.39,1990,308.65,2010
2008-08-07,timiskaming,179.29,179.19,179.44,2011,178.76,1988
2008-08-08,bark_lake,313.78,313.7,313.93,1944,311.62,1955
2008-08-08,baskatong,222.17,221.4,222.96,1976,218.54,1982
2008-08-08,cabonga,360.51,360.11,360.91,1947,357.83,1963
2008-08-08,des_joachims,152.2,152.19,152.49,1950,151.27,1955
2008-08-08,dozois,345.3,344.08,345.8,1960,342.53,1998
2008-08-08,kiamika,269.25,268.47,270.04,1973,264.44,1956
2008-08-08,kipawa,269.5,269.51,269.9,1965,269.17,2010
2008-08-08,lady_evelyn,289.1,289.1,289.5,1969,287.89,1987
2008-08-08,mitchinamecus,381.18,379.98,382.89,1952,377.36,1963
2008-08-08,poisson_blanc,201.21,200.51,201.69,1972,198.75,1978
2008-08-08,quinze,263.18,263.16,263.55,1979,261.51,1962
2008-08-08,rapide_7,309.15,309.01,309.38,1990,308.64,2010
2008-08-08,timiskaming,179.28,179.17,179.42,2011,178.76,1988
2008-08-09,bark_lake,313.78,313.7,313.94,1944,311.58,1955
2008-08-09,baskatong,222.18,221.39,222.96,1976,218.47,1982
2008-08-09,cabonga,360.5,360.11,360.89,1947,357.84,1963
2008-08-09,des_joachims,152.17,152.19,152.49,1950,151.36,1955
2008-08-09,dozois,345.31,344.04,345.81,1960,342.54,1998
2008-08-09,kiamika,269.25,268.44,270.03,1973,264.47,1956
2008-08-09,kipawa,269.53,269.51,269.92,1965,269.17,2010
2008-08-09,lady_evelyn,289.1,289.1,289.5,1951,287.89,1987
2008-08-09,mitchinamecus,381.17,379.94,382.89,1952,377.37,1963
2008-08-09,poisson_blanc,201.18,200.5,201.71,1973,198.73,1978
2008-08-09,quinze,263.21,263.16,263.55,1979,261.48,1962
2008-08-09,rapide_7,309.14,309.01,309.35,1996,308.63,2010
2008-08-09,timiskaming,179.23,179.16,179.38,2013,178.8,1988
2008-08-10,bark_lake,313.79,313.7,313.94,1944,311.54,1955
2008-08-10,baskatong,222.17,221.37,222.93,1976,218.39,1982
2008-08-10,cabonga,360.5,360.11,360.88,1947,357.85,1963
2008-08-10,des_joachims,152.22,152.18,152.49,1950,151.46,1959
2008-08-10,dozois,345.31,344.01,345.83,1960,342.53,1998
2008-08-10,kiamika,269.24,268.41,270.01,1973,264.47,1956
2008-08-10,kipawa,269.54,269.52,269.93,1965,269.17,2010
2008-08-10,lady_evelyn,289.09,289.1,289.48,1951,287.89,1987
2008-08-10,mitchinamecus,381.16,379.91,382.89,1952,377.39,1963
2008-08-10,poisson_blanc,201.15,200.5,201.73,1973,198.72,1978
2008-08-10,quinze,263.22,263.16,263.51,1979,261.44,1962
2008-08-10,rapide_7,309.12,309.01,309.33,1990,308.62,2010
2008-08-10,timiskaming,179.23,179.15,179.37,2013,178.83,1988
2008-08-11,bark_lake,313.79,313.69,313.95,1944,311.51,1955
2008-08-11,baskatong,222.15,221.35,222.92,1976,218.32,1982
2008-08-11,cabonga,360.49,360.1,360.87,1951,357.85,1963
2008-08-11,des_joachims,152.21,152.18,152.49,1950,151.49,1959
2008-08-11,dozois,345.3,343.99,345.93,1966,342.52,1998
2008-08-11,kiamika,269.23,268.38,270.0,1973,264.51,1956
2008-08-11,kipawa,269.53,269.52,269.93,1965,269.16,2010
2008-08-11,lady_evelyn,289.09,289.11,289.5,1951,287.88,1987
2008-08-11,mitchinamecus,381.14,379.87,382.92,1952,377.4,1963
2008-08-11,poisson_blanc,201.11,200.51,201.75,1973,198.69,1978
2008-08-11,quinze,263.23,263.15,263.49,1979,261.44,1962
2008-08-11,rapide_7,309.11,309.01,309.33,1996,308.62,2010
2008-08-11,timiskaming,179.25,179.15,179.38,1990,178.82,1988
2008-08-12,bark_lake,313.79,313.69,313.94,1944,311.49,1955
2008-08-12,baskatong,222.13,221.33,222.93,1976,218.24,1982
2008-08-12,cabonga,360.48,360.1,360.87,1951,357.86,1963
2008-08-12,des_joachims,152.1,152.18,152.46,1950,151.49,1962
2008-08-12,dozois,345.3,343.98,345.91,1966,342.53,1998
2008-08-12,kiamika,269.22,268.36,269.99,1973,264.54,1956
2008-08-12,kipawa,269.54,269.52,269.94,1965,269.16,2010
2008-08-12,lady_evelyn,289.11,289.11,289.5,1951,287.88,1987
2008-08-12,mitchinamecus,381.12,379.84,382.92,1952,377.42,1963
2008-08-12,poisson_blanc,201.09,200.51,201.75,1973,198.81,1975
2008-08-12,quinze,263.22,263.14,263.45,1979,261.41,1962
