date,reservoir_id,level_m,median_m,hist_high_m,hist_high_year,hist_low_m,hist_low_year
1990-01-03,kiamika,268.61,267.52,269.93,1958,261.21,1956
1990-01-03,kipawa,268.91,268.9,269.84,1966,267.76,1993
1990-01-03,lady_evelyn,287.88,288.48,289.47,1952,287.53,1988
1990-01-03,mitchinamecus,379.23,379.07,382.8,1958,371.52,1954
1990-01-03,poisson_blanc,199.77,199.57,201.06,1991,195.05,1963
1990-01-03,quinze,262.42,263.0,263.33,1958,260.31,1963
1990-01-03,rapide_7,309.01,309.13,309.35,2008,308.9,2019
1990-01-03,timiskaming,178.71,178.84,179.21,1999,178.22,2018
1990-01-04,bark_lake,313.01,312.83,313.79,1987,304.9,1942
1990-01-04,baskatong,219.3,219.65,221.72,2004,216.05,1984
1990-01-04,cabonga,358.92,359.44,360.88,1937,357.09,1999
1990-01-04,des_joachims,152.35,152.12,152.35,1990,151.12,1951
1990-01-04,dozois,342.13,342.18,345.58,1967,338.87,1963
1990-01-04,kiamika,268.61,267.5,269.92,1958,261.15,1956
1990-01-04,kipawa,268.88,268.89,269.84,1966,267.76,1993
1990-01-04,lady_evelyn,287.83,288.43,289.47,1952,287.51,1988
1990-01-04,mitchinamecus,379.22,379.05,382.8,1958,371.46,1954
1990-01-04,poisson_blanc,199.68,199.49,201.05,1988,195.02,1963
1990-01-04,quinze,262.4,262.98,263.35,1958,260.29,1963
1990-01-04,rapide_7,309.01,309.12,309.34,2008,308.89,2019
1990-01-04,timiskaming,178.68,178.83,179.2,1999,178.19,1996
1990-01-05,bark_lake,312.85,312.77,313.79,1987,304.95,1942
1990-01-05,baskatong,219.28,219.57,221.69,2004,215.99,1984
1990-01-05,cabonga,358.92,359.43,360.88,1937,357.09,1999
1990-01-05,des_joachims,152.31,152.13,152.37,1971,151.06,1951
1990-01-05,dozois,342.07,342.11,345.55,1967,338.83,1963
1990-01-05,kiamika,268.59,267.49,269.91,1958,261.12,1956
1990-01-05,kipawa,268.86,268.87,269.83,1966,267.74,1993
1990-01-05,lady_evelyn,287.79,288.34,289.47,1952,287.49,1988
1990-01-05,mitchinamecus,379.22,379.03,382.8,1958,371.4,1954
1990-01-05,poisson_blanc,199.6,199.41,201.04,1967,194.99,1963
1990-01-05,quinze,262.38,262.96,263.33,1958,260.28,1963
1990-01-05,rapide_7,309.02,309.11,309.34,2008,308.88,2019
1990-01-05,timiskaming,178.65,178.81,179.17,1999,178.14,1996
1990-01-06,bark_lake,312.67,312.71,313.75,1966,304.96,1942
1990-01-06,baskatong,219.18,219.49,221.67,2004,215.94,1984
1990-01-06,cabonga,358.93,359.41,360.87,1937,357.11,1999
1990-01-06,des_joachims,152.26,152.13,152.34,1964,151.09,1951
1990-01-06,dozois,342.01,342.06,345.51,1967,338.79,1963
1990-01-06,kiamika,268.57,267.47,269.89,1958,261.06,1956
1990-01-06,kipawa,268.83,268.86,269.84,1966,267.72,1993
1990-01-06,lady_evelyn,287.75,288.31,289.47,1952,287.44,1988
1990-01-06,mitchinamecus,379.21,379.01,382.8,1958,371.37,1954
1990-01-06,poisson_blanc,199.5,199.32,201.04,1967,194.96,1963
1990-01-06,quinze,262.37,262.93,263.3,1958,260.27,1963
1990-01-06,rapide_7,309.04,309.1,309.33,2008,308.87,2019
1990-01-06,timiskaming,178.63,178.79,179.15,1997,178.1,1996
1990-01-07,bark_lake,312.5,312.63,313.75,1966,304.98,1942
1990-01-07,baskatong,219.09,219.41,221.64,2004,215.88,1984
1990-01-07,cabonga,358.94,359.4,360.85,1937,357.11,1999
1990-01-07,des_joachims,152.23,152.14,152.37,1977,151.24,1951
1990-01-07,dozois,341.96,342.02,345.47,1967,338.74,1963
1990-01-07,kiamika,268.57,267.45,269.88,1958,261.0,1956
1990-01-07,kipawa,268.82,268.84,269.84,1966,267.7,1993
1990-01-07,lady_evelyn,287.71,288.27,289.47,1952,287.41,1988
1990-01-07,mitchinamecus,379.2,378.99,382.8,1958,371.31,1954
1990-01-07,poisson_blanc,199.39,199.25,201.04,1967,194.93,1963
1990-01-07,quinze,262.35,262.89,263.29,1958,260.29,1963
1990-01-07,rapide_7,309.03,309.08,309.33,2008,308.87,2019
1990-01-07,timiskaming,178.56,178.77,179.14,1997,178.06,1996
1990-01-08,bark_lake,312.33,312.55,313.72,1966,305.0,1942
1990-01-08,baskatong,218.99,219.33,221.61,2004,215.83,1984
1990-01-08,cabonga,358.94,359.39,360.85,1937,357.11,1999
1990-01-08,des_joachims,152.26,152.15,152.34,1969,151.24,1951
1990-01-08,dozois,341.89,341.97,345.44,1967,338.69,1963
1990-01-08,kiamika,268.56,267.43,269.88,1958,260.97,1956
1990-01-08,kipawa,268.79,268.83,269.84,1966,267.66,1993
1990-01-08,lady_evelyn,287.69,288.23,289.47,1952,287.37,1988
1990-01-08,mitchinamecus,379.18,378.97,382.77,1958,371.27,1954
1990-01-08,poisson_blanc,199.3,199.23,201.02,1967,194.9,1963
1990-01-08,quinze,262.34,262.86,263.31,1958,260.27,1963
1990-01-08,rapide_7,309.06,309.07,309.33,2008,308.87,2005
1990-01-08,timiskaming,178.53,178.75,179.12,2009,177.99,1996
1990-01-09,bark_lake,312.16,312.44,313.73,2008,305.0,1942
1990-01-09,baskatong,218.9,219.25,221.56,2004,215.77,1984
1990-01-09,cabonga,358.94,359.38,360.86,1937,357.11,1999
1990-01-09,des_joachims,152.28,152.14,152.34,1965,151.18,1951
1990-01-09,dozois,341.83,341.91,345.4,1967,338.66,1963
1990-01-09,kiamika,268.52,267.41,269.88,1958,260.94,1956
1990-01-09,kipawa,268.77,268.82,269.84,1966,267.64,1993
1990-01-09,lady_evelyn,287.62,288.18,289.44,1952,287.33,1988
1990-01-09,mitchinamecus,379.16,378.96,382.77,1958,371.24,1954
1990-01-09,poisson_blanc,199.21,199.16,200.99,1967,194.87,1963
1990-01-09,quinze,262.32,262.82,263.33,1958,260.27,1963
1990-01-09,rapide_7,309.04,309.07,309.35,2008,308.86,2019
1990-01-09,timiskaming,178.5,178.74,179.08,1997,177.96,1996
1990-01-10,bark_lake,312.01,312.32,313.78,2008,305.04,1942
1990-01-10,baskatong,218.8,219.16,221.5,2004,215.7,1984
1990-01-10,cabonga,358.95,359.37,360.85,1937,357.11,1999
1990-01-10,des_joachims,152.3,152.14,152.31,1958,151.06,1951
1990-01-10,dozois,341.77,341.84,345.32,1967,338.61,1963
1990-01-10,kiamika,268.49,267.38,269.88,1958,260.94,1956
1990-01-10,kipawa,268.73,268.81,269.83,1966,267.63,1993
1990-01-10,lady_evelyn,287.6,288.12,289.44,1952,287.29,1988
1990-01-10,mitchinamecus,379.15,378.94,382.77,1958,371.18,1954
1990-01-10,poisson_blanc,199.08,199.14,200.96,1966,194.84,1963
1990-01-10,quinze,262.29,262.79,263.34,1958,260.22,1963
1990-01-10,rapide_7,309.05,309.06,309.36,2008,308.85,2019
1990-01-10,timiskaming,178.49,178.73,179.07,1997,177.87,1996
1990-01-11,bark_lake,311.82,312.21,313.79,2008,305.06,1942
1990-01-11,baskatong,218.74,219.08,221.43,2004,215.64,1984
1990-01-11,cabonga,358.95,359.36,360.84,1937,357.12,1999
1990-01-11,des_joachims,152.27,152.15,152.34,1972,150.97,1951
1990-01-11,dozois,341.72,341.77,345.27,1967,338.57,1963
1990-01-11,kiamika,268.45,267.35,269.87,1958,260.91,1956
1990-01-11,kipawa,268.74,268.8,269.83,1966,267.6,1993
1990-01-11,lady_evelyn,287.62,288.06,289.44,1952,287.25,1988
1990-01-11,mitchinamecus,379.13,378.92,382.77,1958,371.12,1954
1990-01-11,poisson_blanc,198.99,199.21,200.95,1966,194.81,1963
1990-01-11,quinze,262.29,262.76,263.31,1958,260.21,1963
1990-01-11,rapide_7,309.05,309.05,309.36,2008,308.85,2019
1990-01-11,timiskaming,178.43,178.73,179.07,1991,177.77,1996
1990-01-12,bark_lake,311.7,312.1,313.79,2008,305.09,1942
1990-01-12,baskatong,218.7,219.02,221.36,2004,215.58,1984
1990-01-12,cabonga,358.96,359.36,360.84,1937,357.11,1930
1990-01-12,des_joachims,152.26,152.15,152.34,1971,150.91,1951
1990-01-12,dozois,341.65,341.71,345.22,1967,338.53,1963
1990-01-12,kiamika,268.43,267.33,269.87,1958,260.88,1956
1990-01-12,kipawa,268.69,268.79,269.83,1966,267.58,1993
1990-01-12,lady_evelyn,287.58,288.0,289.44,1952,287.21,1988
1990-01-12,mitchinamecus,379.12,378.91,382.74,1958,371.09,1954
1990-01-12,poisson_blanc,198.88,199.17,200.94,1966,194.78,1963
1990-01-12,quinze,262.27,262.73,263.29,1958,260.19,1963
1990-01-12,rapide_7,309.04,309.04,309.35,2008,308.84,2019
1990-01-12,timiskaming,178.4,178.72,179.07,1991,177.67,1996
1990-01-13,bark_lake,311.54,311.99,313.79,2008,305.1,1942
1990-01-13,baskatong,218.61,218.95,221.28,2004,215.51,1984
1990-01-13,cabonga,358.96,359.35,360.82,1937,357.08,1930
1990-01-13,des_joachims,152.25,152.15,152.37,1977,151.0,1951
1990-01-13,dozois,341.59,341.65,345.12,1967,338.49,1963
1990-01-13,kiamika,268.4,267.31,269.86,1958,260.85,1956
1990-01-13,kipawa,268.68,268.78,269.82,1966,267.58,1993
1990-01-13,lady_evelyn,287.51,287.94,289.41,1952,287.16,1988
1990-01-13,mitchinamecus,379.11,378.93,382.74,1958,371.03,1954
1990-01-13,poisson_blanc,198.76,199.11,200.92,1966,194.75,1963
1990-01-13,quinze,262.25,262.72,263.26,1958,260.19,1963
1990-01-13,rapide_7,309.03,309.03,309.33,2008,308.84,2019
1990-01-13,timiskaming,178.31,178.72,179.03,1991,177.6,1996
1990-01-14,bark_lake,311.38,311.87,313.79,2008,305.13,1942
1990-01-14,baskatong,218.46,218.89,221.2,2004,215.44,1984
1990-01-14,cabonga,358.96,359.35,360.82,1937,357.06,1930
1990-01-14,des_joachims,152.17,152.15,152.34,1967,151.27,1951
1990-01-14,dozois,341.55,341.6,345.04,1967,338.46,1963
1990-01-14,kiamika,268.36,267.28,269.86,1958,260.79,1956
1990-01-14,kipawa,268.65,268.76,269.82,1966,267.6,1993
1990-01-14,lady_evelyn,287.47,287.88,289.41,1952,287.13,1988
1990-01-14,mitchinamecus,379.09,378.95,382.74,1958,371.0,1954
1990-01-14,poisson_blanc,198.62,199.04,200.9,1966,194.72,1963
1990-01-14,quinze,262.23,262.69,263.25,1958,260.2,1963
1990-01-14,rapide_7,309.03,309.02,309.32,2008,308.84,2012
1990-01-14,timiskaming,178.24,178.71,179.0,1991,177.57,1996
1990-01-15,bark_lake,311.21,311.78,313.78,2008,305.17,1942
1990-01-15,baskatong,218.32,218.84,221.11,2004,215.38,1984
1990-01-15,cabonga,358.96,359.34,360.82,1937,357.04,1930
1990-01-15,des_joachims,152.12,152.14,152.37,1967,151.39,1957
1990-01-15,dozois,341.47,341.55,344.98,1967,338.42,1963
1990-01-15,kiamika,268.31,267.26,269.85,1958,260.7,1956
1990-01-15,kipawa,268.64,268.74,269.82,1966,267.6,1993
1990-01-15,lady_evelyn,287.41,287.84,289.41,1952,287.09,1988
1990-01-15,mitchinamecus,379.07,378.96,382.74,1958,371.0,1954
1990-01-15,poisson_blanc,198.49,198.99,200.86,1966,194.69,1963
1990-01-15,quinze,262.21,262.65,263.24,1958,260.17,1963
1990-01-15,rapide_7,309.0,309.0,309.31,2008,308.83,2012
1990-01-15,timiskaming,178.19,178.68,179.01,1991,177.47,1996
1990-01-16,bark_lake,311.01,311.67,313.75,2008,305.2,1942
1990-01-16,baskatong,218.22,218.78,221.03,2004,215.26,1984
1990-01-16,cabonga,358.96,359.33,360.81,1937,357.01,1930
1990-01-16,des_joachims,152.12,152.14,152.37,1967,151.36,1956
1990-01-16,dozois,341.41,341.5,344.91,1967,338.38,1963
1990-01-16,kiamika,268.3,267.23,269.85,1958,260.6,1956
1990-01-16,kipawa,268.62,268.72,269.82,1966,267.6,1993
1990-01-16,lady_evelyn,287.35,287.8,289.38,1952,287.06,1988
1990-01-16,mitchinamecus,379.06,378.96,382.7,1958,371.0,1954
1990-01-16,poisson_blanc,198.38,198.93,200.84,2016,194.66,1963
1990-01-16,quinze,262.18,262.62,263.23,1958,260.22,1963
1990-01-16,rapide_7,309.0,309.0,309.29,2008,308.82,2012
1990-01-16,timiskaming,178.16,178.65,179.03,1991,177.41,1996
1990-01-17,bark_lake,310.84,311.57,313.69,2008,305.22,1942
1990-01-17,baskatong,218.12,218.7,220.94,2004,215.18,1984
1990-01-17,cabonga,358.98,359.33,360.79,1937,356.99,1930
1990-01-17,des_joachims,152.15,152.15,152.37,1967,151.27,1956
1990-01-17,dozois,341.36,341.43,344.84,1967,338.35,1963
1990-01-17,kiamika,268.27,267.21,269.85,1958,260.54,1956
1990-01-17,kipawa,268.59,268.7,269.82,1966,267.6,1993
1990-01-17,lady_evelyn,287.31,287.77,289.38,1952,287.03,1988
1990-01-17,mitchinamecus,379.05,378.97,382.7,1958,371.0,1954
1990-01-17,poisson_blanc,198.29,198.89,200.8,2016,194.63,1963
1990-01-17,quinze,262.16,262.58,263.22,1958,260.25,1963
1990-01-17,rapide_7,309.0,308.99,309.26,2008,308.81,2012
1990-01-17,timiskaming,178.13,178.61,179.03,1991,177.41,1996
1990-01-18,bark_lake,310.66,311.46,313.64,2008,305.24,1942
1990-01-18,baskatong,218.01,218.61,220.84,2004,215.1,1984
1990-01-18,cabonga,358.99,359.32,360.79,1937,356.97,1930
1990-01-18,des_joachims,152.21,152.15,152.37,1967,151.21,1956
1990-01-18,dozois,341.28,341.35,344.77,1967,338.31,1963
1990-01-18,kiamika,268.24,267.2,269.85,1958,260.48,1956
1990-01-18,kipawa,268.58,268.68,269.82,1966,267.59,1993
1990-01-18,lady_evelyn,287.26,287.74,289.35,1952,286.98,1988
1990-01-18,mitchinamecus,379.05,378.97,382.7,1958,371.0,1954
1990-01-18,poisson_blanc,198.22,198.93,200.76,2016,194.63,1963
1990-01-18,quinze,262.14,262.55,263.22,1958,260.28,1963
1990-01-18,rapide_7,308.99,308.98,309.23,1997,308.81,2012
1990-01-18,timiskaming,178.1,178.57,179.01,1991,177.39,1996
1990-01-19,bark_lake,310.44,311.33,313.59,2008,305.21,1942
1990-01-19,baskatong,217.91,218.52,220.76,2004,215.01,1984
1990-01-19,cabonga,358.99,359.32,360.78,1937,356.96,1930
1990-01-19,des_joachims,152.16,152.14,152.34,1964,151.18,1951
1990-01-19,dozois,341.21,341.28,344.68,1967,338.27,1963
1990-01-19,kiamika,268.22,267.19,269.84,1958,260.42,1956
1990-01-19,kipawa,268.57,268.66,269.82,1966,267.59,1993
1990-01-19,lady_evelyn,287.2,287.72,289.35,1952,286.94,1988
1990-01-19,mitchinamecus,379.05,378.96,382.67,1958,370.97,1954
1990-01-19,poisson_blanc,198.13,198.87,200.71,2016,194.59,1963
1990-01-19,quinze,262.12,262.53,263.21,1958,260.31,1963
1990-01-19,rapide_7,308.99,308.98,309.23,1997,308.81,2012
1990-01-19,timiskaming,178.02,178.54,179.02,1994,177.43,1996
1990-01-20,bark_lake,310.27,311.21,313.52,2008,305.24,1942
1990-01-20,baskatong,217.8,218.43,220.66,2004,214.92,1984
1990-01-20,cabonga,358.99,359.32,360.78,1937,356.91,1930
1990-01-20,des_joachims,152.15,152.12,152.34,1971,151.33,1951
1990-01-20,dozois,341.12,341.21,344.62,1967,338.23,1963
1990-01-20,kiamika,268.17,267.18,269.84,1958,260.39,1956
1990-01-20,kipawa,268.54,268.65,269.82,1966,267.58,1993
1990-01-20,lady_evelyn,287.14,287.69,289.32,1952,286.89,1988
1990-01-20,mitchinamecus,379.03,378.96,382.67,1958,370.97,1954
1990-01-20,poisson_blanc,198.04,198.8,200.65,2016,194.56,1963
1990-01-20,quinze,262.09,262.51,263.21,1958,260.33,1963
1990-01-20,rapide_7,308.98,308.98,309.23,1997,308.81,2012
1990-01-20,timiskaming,177.97,178.51,179.03,1994,177.43,1996
1990-01-21,bark_lake,310.1,311.08,313.45,2008,305.28,1942
1990-01-21,baskatong,217.7,218.38,220.59,2007,214.83,1984
1990-01-21,cabonga,358.99,359.32,360.78,1937,356.87,1930
1990-01-21,des_joachims,152.09,152.12,152.34,1974,151.39,1956
1990-01-21,dozois,341.04,341.14,344.55,1967,338.19,1963
1990-01-21,kiamika,268.15,267.17,269.83,1958,260.36,1956
1990-01-21,kipawa,268.5,268.63,269.82,1966,267.57,1993
1990-01-21,lady_evelyn,287.08,287.66,289.29,1952,286.87,1988
1990-01-21,mitchinamecus,379.02,378.95,382.67,1958,370.97,1954
1990-01-21,poisson_blanc,197.96,198.71,200.6,2016,194.53,1963
1990-01-21,quinze,262.07,262.5,263.19,1958,260.36,1963
1990-01-21,rapide_7,308.97,308.97,309.22,1997,308.8,2005
1990-01-21,timiskaming,177.92,178.48,179.01,1994,177.45,1996
1990-01-22,bark_lake,309.94,311.0,313.36,2008,305.3,1942
1990-01-22,baskatong,217.59,218.33,220.53,2007,214.74,1984
1990-01-22,cabonga,359.0,359.32,360.76,1937,356.85,1930
1990-01-22,des_joachims,152.14,152.13,152.34,1964,151.36,1956
1990-01-22,dozois,340.96,341.06,344.49,1967,338.15,1963
1990-01-22,kiamika,268.11,267.15,269.83,1958,260.33,1956
1990-01-22,kipawa,268.5,268.61,269.82,1966,267.54,1993
1990-01-22,lady_evelyn,287.07,287.62,289.29,1952,286.83,1988
1990-01-22,mitchinamecus,379.0,378.94,382.67,1958,370.97,1954
1990-01-22,poisson_blanc,197.87,198.63,200.55,2016,194.53,1963
1990-01-22,quinze,262.05,262.49,263.18,1958,260.34,1963
1990-01-22,rapide_7,308.95,308.97,309.22,1997,308.77,2005
1990-01-22,timiskaming,177.85,178.44,179.02,1994,177.41,1996
1990-01-23,bark_lake,309.81,310.94,313.24,2008,305.38,1942
1990-01-23,baskatong,217.48,218.27,220.45,2007,214.65,1984
1990-01-23,cabonga,359.0,359.31,360.75,1937,356.83,1930
1990-01-23,des_joachims,152.11,152.13,152.34,1964,151.09,1956
1990-01-23,dozois,340.88,340.98,344.41,1967,338.1,1963
1990-01-23,kiamika,268.1,267.14,269.83,1958,260.3,1956
1990-01-23,kipawa,268.47,268.6,269.82,1966,267.52,1993
1990-01-23,lady_evelyn,286.97,287.57,289.26,1952,286.79,1988
1990-01-23,mitchinamecus,378.99,378.92,382.67,1958,370.97,1954
1990-01-23,poisson_blanc,197.79,198.55,200.49,2016,194.47,1963
1990-01-23,quinze,262.02,262.47,263.17,1958,260.31,1963
1990-01-23,rapide_7,308.95,308.96,309.21,1997,308.75,2005
1990-01-23,timiskaming,177.82,178.41,178.98,1994,177.43,1996
1990-01-24,bark_lake,309.6,310.88,313.12,2008,305.32,1942
1990-01-24,baskatong,217.37,218.2,220.39,2007,214.56,1984
1990-01-24,cabonga,359.01,359.3,360.75,1937,356.81,1930
1990-01-24,des_joachims,152.16,152.14,152.34,1980,151.0,1956
1990-01-24,dozois,340.79,340.9,344.35,1967,338.06,1963
1990-01-24,kiamika,268.08,267.13,269.83,1958,260.27,1956
1990-01-24,kipawa,268.47,268.58,269.82,1966,267.48,1993
1990-01-24,lady_evelyn,286.93,287.54,289.26,1952,286.76,1988
1990-01-24,mitchinamecus,378.98,378.9,382.67,1958,370.94,1954
1990-01-24,poisson_blanc,197.73,198.48,200.44,1967,194.44,1963
1990-01-24,quinze,262.0,262.45,263.17,1958,260.3,1963
1990-01-24,rapide_7,308.94,308.96,309.18,1997,308.73,2005
1990-01-24,timiskaming,177.78,178.38,178.94,1994,177.43,1996
1990-01-25,bark_lake,309.41,310.76,312.99,2008,305.25,1942
1990-01-25,baskatong,217.26,218.14,220.31,2007,214.47,1984
1990-01-25,cabonga,359.01,359.3,360.75,1937,356.78,1930
1990-01-25,des_joachims,152.1,152.14,152.34,1972,151.06,1956
1990-01-25,dozois,340.72,340.81,344.29,1967,338.02,1963
1990-01-25,kiamika,268.05,267.11,269.83,1958,260.21,1956
1990-01-25,kipawa,268.45,268.56,269.81,1966,267.46,1993
1990-01-25,lady_evelyn,286.99,287.47,289.22,1952,286.73,1988
1990-01-25,mitchinamecus,378.97,378.87,382.67,1958,370.94,1954
1990-01-25,poisson_blanc,197.68,198.42,200.41,1967,194.41,1963
1990-01-25,quinze,261.98,262.43,263.15,1958,260.3,1963
1990-01-25,rapide_7,308.95,308.96,309.18,1997,308.73,2005
1990-01-25,timiskaming,177.76,178.34,178.9,1997,177.4,1996
1990-01-26,bark_lake,309.26,310.65,312.83,1958,305.17,1942
1990-01-26,baskatong,217.1,218.06,220.22,2007,214.39,1984
1990-01-26,cabonga,359.02,359.29,360.73,1937,356.75,1930
1990-01-26,des_joachims,152.19,152.14,152.37,1972,151.15,1956
1990-01-26,dozois,340.63,340.73,344.19,1967,337.98,1963
1990-01-26,kiamika,268.03,267.09,269.83,1958,260.18,1956
1990-01-26,kipawa,268.43,268.54,269.81,1966,267.45,1993
1990-01-26,lady_evelyn,286.83,287.41,289.19,1952,286.68,1988
1990-01-26,mitchinamecus,378.96,378.85,382.67,1958,370.94,1954
1990-01-26,poisson_blanc,197.61,198.35,200.38,1967,194.35,1963
1990-01-26,quinze,261.96,262.41,263.14,1958,260.33,1963
1990-01-26,rapide_7,308.9,308.95,309.17,1997,308.71,2005
1990-01-26,timiskaming,177.7,178.32,178.85,1997,177.37,1996
1990-01-27,bark_lake,309.13,310.53,312.89,1995,305.26,1942
1990-01-27,baskatong,217.04,217.99,220.12,2007,214.3,1984
1990-01-27,cabonga,359.02,359.28,360.72,1937,356.74,1930
1990-01-27,des_joachims,152.12,152.12,152.34,1972,151.18,1959
1990-01-27,dozois,340.57,340.64,344.13,1967,337.94,1963
1990-01-27,kiamika,268.0,267.08,269.82,1958,260.15,1956
1990-01-27,kipawa,268.41,268.52,269.8,1966,267.43,1993
1990-01-27,lady_evelyn,286.79,287.34,289.16,1952,286.64,1988
1990-01-27,mitchinamecus,378.96,378.82,382.67,1958,370.94,1954
1990-01-27,poisson_blanc,197.51,198.27,200.35,1967,194.29,1963
1990-01-27,quinze,261.93,262.38,263.12,1958,260.35,1963
1990-01-27,rapide_7,308.93,308.95,309.16,2009,308.7,2005
1990-01-27,timiskaming,177.62,178.29,178.83,1997,177.38,2018
1990-01-28,bark_lake,309.01,310.42,312.93,1995,305.27,1942
1990-01-28,baskatong,216.92,217.89,220.02,2007,214.27,1984
1990-01-28,cabonga,359.02,359.27,360.72,1937,356.71,1930
1990-01-28,des_joachims,152.07,152.11,152.34,1965,151.21,1959
1990-01-28,dozois,340.49,340.55,344.06,1967,337.89,1963
1990-01-28,kiamika,267.98,267.06,269.83,1958,260.12,1956
1990-01-28,kipawa,268.4,268.5,269.79,1966,267.44,1993
1990-01-28,lady_evelyn,286.73,287.27,289.13,1952,286.6,1988
1990-01-28,mitchinamecus,378.94,378.79,382.67,1958,370.91,1954
1990-01-28,poisson_blanc,197.42,198.22,200.34,1967,194.23,1963
1990-01-28,quinze,261.9,262.36,263.12,1958,260.34,1963
1990-01-28,rapide_7,308.92,308.95,309.16,2006,308.7,2005
1990-01-28,timiskaming,177.58,178.25,178.83,1997,177.35,2018
1990-01-29,bark_lake,308.88,310.31,312.97,1995,305.25,1942
1990-01-29,baskatong,216.8,217.8,219.91,2007,214.02,1984
1990-01-29,cabonga,359.03,359.27,360.7,1937,356.69,1930
1990-01-29,des_joachims,152.14,152.11,152.34,1967,151.27,1956
1990-01-29,dozois,340.38,340.47,343.99,1967,337.86,1963
1990-01-29,kiamika,267.95,267.05,269.83,1958,260.09,1956
1990-01-29,kipawa,268.37,268.48,269.79,1966,267.46,1993
1990-01-29,lady_evelyn,286.66,287.19,289.13,1952,286.58,1988
1990-01-29,mitchinamecus,378.94,378.77,382.67,1958,370.91,1954
1990-01-29,poisson_blanc,197.32,198.19,200.31,1967,194.2,1963
1990-01-29,quinze,261.86,262.33,263.12,1958,260.34,1963
1990-01-29,rapide_7,308.88,308.95,309.16,2006,308.68,2005
1990-01-29,timiskaming,177.51,178.2,178.83,1997,177.3,2018
1990-01-30,bark_lake,308.73,310.19,313.02,1995,305.29,1942
1990-01-30,baskatong,216.68,217.7,219.8,2007,214.03,1984
1990-01-30,cabonga,359.03,359.26,360.7,1937,356.68,1930
1990-01-30,des_joachims,152.27,152.11,152.34,1967,150.94,1956
1990-01-30,dozois,340.3,340.38,343.91,1967,337.81,1963
1990-01-30,kiamika,267.92,267.02,269.83,1958,260.06,1956
1990-01-30,kipawa,268.35,268.46,269.78,1966,267.48,1993
1990-01-30,lady_evelyn,286.62,287.12,289.1,1952,286.53,1988
1990-01-30,mitchinamecus,378.93,378.74,382.67,1958,370.88,1954
1990-01-30,poisson_blanc,197.22,198.12,200.26,1967,194.17,1963
1990-01-30,quinze,261.83,262.3,263.12,1958,260.34,1963
1990-01-30,rapide_7,308.9,308.96,309.16,2006,308.67,2005
1990-01-30,timiskaming,177.45,178.14,178.82,1997,177.27,2018
1990-01-31,bark_lake,308.6,310.06,312.95,1995,305.37,1942
1990-01-31,baskatong,216.56,217.6,219.68,2007,213.93,1984
1990-01-31,cabonga,359.03,359.24,360.69,1937,356.69,1930
1990-01-31,des_joachims,152.34,152.1,152.34,1965,150.91,1956
1990-01-31,dozois,340.22,340.3,343.81,1967,337.77,1963
1990-01-31,kiamika,267.87,266.98,269.83,1958,259.99,1956
1990-01-31,kipawa,268.32,268.44,269.78,1966,267.49,1993
1990-01-31,lady_evelyn,286.56,287.06,289.1,1952,286.48,1988
1990-01-31,mitchinamecus,378.9,378.71,382.67,1958,370.88,1954
1990-01-31,poisson_blanc,197.2,198.05,200.24,1967,194.17,1963
1990-01-31,quinze,261.8,262.27,263.12,1958,260.34,1963
1990-01-31,rapide_7,308.91,308.95,309.16,2006,308.66,2005
1990-01-31,timiskaming,177.39,178.09,178.81,1997,177.23,2018
1990-02-01,bark_lake,308.46,309.93,312.84,1995,305.39,1942
1990-02-01,baskatong,216.43,217.51,219.59,2016,213.82,1984
1990-02-01,cabonga,359.04,359.23,360.69,1937,356.7,1930
1990-02-01,des_joachims,152.21,152.11,152.34,1967,151.0,1956
1990-02-01,dozois,340.13,340.21,343.72,1967,337.73,1963
1990-02-01,kiamika,267.83,266.95,269.83,1958,259.94,1956
1990-02-01,kipawa,268.32,268.42,269.77,1966,267.5,1993
1990-02-01,lady_evelyn,286.5,287.0,289.07,1952,286.45,2010
1990-02-01,mitchinamecus,378.87,378.68,382.67,1958,370.88,1954
1990-02-01,poisson_blanc,197.12,197.96,200.2,1967,194.2,1963
1990-02-01,quinze,261.78,262.24,263.11,1958,260.34,1963
1990-02-01,rapide_7,308.89,308.95,309.17,2006,308.64,2005
1990-02-01,timiskaming,177.31,178.04,178.79,1997,177.22,2018
1990-02-02,bark_lake,308.33,309.78,312.74,1995,305.42,1942
1990-02-02,baskatong,216.32,217.41,219.51,2016,213.73,1984
1990-02-02,cabonga,359.04,359.22,360.67,1937,356.71,1930
1990-02-02,des_joachims,152.05,152.1,152.4,1967,151.24,1956
1990-02-02,dozois,340.07,340.1,343.63,1967,337.69,1963
1990-02-02,kiamika,267.81,266.92,269.83,1958,259.88,1956
1990-02-02,kipawa,268.69,268.39,269.77,1966,267.52,1993
1990-02-02,lady_evelyn,286.44,286.96,289.04,1952,286.4,1988
1990-02-02,mitchinamecus,378.84,378.64,382.67,1958,370.85,1954
1990-02-02,poisson_blanc,197.04,197.87,200.16,1967,194.23,1963
1990-02-02,quinze,261.76,262.21,263.09,1958,260.36,1963
1990-02-02,rapide_7,308.91,308.95,309.16,2006,308.63,2005
1990-02-02,timiskaming,177.25,177.97,178.73,1997,177.2,2018
1990-02-03,bark_lake,308.17,309.64,312.64,1995,305.44,1942
1990-02-03,baskatong,216.18,217.31,219.45,2016,213.63,1984
